image,person,posture,body,female,male,dominant,center
7_33037.jpg,yes,"female, smiling &","female, face only &","positively, with a smile",no males portrayed,neither,female
7_33067.jpg,yes,"female, seated &","female, upper body with legs &","relaxed, casual",no males present,neither,female
7_33097.jpg,yes,female upright & female upside down,female upper body without legs & female face only,"glamorous, confident.",not applicable.,neither,female
7_33107.jpg,yes,"female, reclining &","female, face only &","glamorous, confident",no males portrayed,neither,female
7_33117.jpg,yes,female standing & female standing & female standing & female standing,female upper body without legs & female upper body without legs & female upper body without legs & female upper body without legs,"stylish, confident",not applicable,neither,female
7_33167.jpg,yes,"female, facing forward &","female, upper body without legs &","confident, approachable",no males portrayed,neither,female
7_33177.jpg,yes,"female, sitting","female, upper body without legs","stylish, confident",no males shown,neither,female
7_33187.jpg,yes,"female, poised","female, upper body without legs","stylish, confident",no males present,neither,female
7_33227.jpg,yes,female smiling & male talking,female upper body without legs & male face only,"positive, joyful, glamorous","authoritative, speaking",neither,female
7_33267.jpg,yes,"female, facing forward","female, face only","stylish, confident, direct gaze",,neither,female
7_33287.jpg,yes,"female, standing","female, upper body without legs",confident and happy,no males depicted,neither,female
7_33297.jpg,yes,"female, facing right &","female, face only &","confidently, with makeup",no males portrayed,neither,female
7_33307.jpg,yes,"female, reclining &","female, face only &","glamorous, confident",no males depicted,neither,female
7_33317.jpg,yes,"female, facing forward","female, face only","glamorous, confident",no males present,neither,female
7_33327.jpg,yes,"female, standing","female, upper body with legs","positively, sporty",no males portrayed,neither,female
7_3337.jpg,yes,"male, sitting &","male, upper body with legs &",no females portrayed,"positive, relaxed",neither,male
7_33387.jpg,yes,male standing & male sitting & male standing,male upper body without legs & male upper body without legs & male upper body without legs,no females shown,positively; in various casual postures,neither,male
7_33427.jpg,yes,male-standing,male-upper body with legs,no females shown,"professionally, confidently",neither,male
7_33467.jpg,yes,"male, standing &","male, upper body with legs &",no females portrayed.,"confident, athletic.",neither,male
7_3347.jpg,yes,male-standing & female-standing,male-upper body with legs & female-upper body with legs,"neutral, holding candy","neutral, one is observing",neither,female
7_33477.jpg,yes,"male, standing with arms spread &","male, upper body without legs &",not applicable,"determined, aggressive posture",neither,male
7_33507.jpg,yes,male-standing & male-standing & male-standing,male-upper body with legs & male-upper body with legs & male-upper body with legs,no females shown,"positively, confident, friendly",neither,neither
7_33537.jpg,yes,male standing & male sitting,male upper body with legs,no females shown,"males in a jovial, casual manner",neither,neither
7_33557.jpg,yes,"male, seated","male, upper body with legs",no females depicted,"happy, relaxed",neither,male
7_33577.jpg,yes,insufficient information,insufficient information,no female(s) shown,no clear portrayal,neither,neither
7_33597.jpg,yes,male standing & male standing & male standing & male standing & male standing & male standing & male standing & male standing & male standing & male standing & male standing & male standing,male upper body without legs & male upper body without legs & male upper body without legs & male upper body without legs & male upper body without legs & male upper body without legs & male upper body without legs & male upper body without legs & male upper body without legs & male upper body without legs & male upper body without legs & male upper body without legs,not applicable,"positively, confidently",neither,both
7_33647.jpg,yes,female sitting & female sitting & female sitting & female sitting,female upper body without legs & female upper body without legs & female upper body without legs & female upper body without legs,"positively, informative",not applicable,neither,female
7_33697.jpg,yes,"female, standing","female, upper body with legs","neutral, casually walking",no male portrayed,neither,female
7_33747.jpg,yes,male standing & female standing & male sitting & female sitting,male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs,"passive, engaged in leisure","passive, engaged in leisure",neither,both
7_33807.jpg,yes,male sitting & female sitting & male sitting,male upper body with legs & female upper body with legs & male upper body with legs,"enthusiastically watching, engaging with product","enthusiastically watching, engaging with product",neither,both
7_33827.jpg,yes,"male, action stance &","male, upper body without legs &",no females depicted,"confident, athletic, promotional",neither,male
7_34077.jpg,no,not applicable,not applicable,not applicable,not applicable,neither,neither
7_34097.jpg,yes,female standing,female upper body with legs,"confident, approachable",,neither,female
7_34247.jpg,yes,"female, kneeling &","female, upper body with legs &","calm, in traditional setting",no males shown,neither,female
7_34257.jpg,no,,,,,neither,neither
7_34297.jpg,yes,male seated & female standing & female seated,male upper body without legs & female upper body without legs & female upper body without legs,"happy, socializing, relaxed","joyful, engaging, relaxed",neither,both
7_34327.jpg,yes,"female, sitting & male, standing","female, upper body without legs & male, upper body without legs",enjoying the beach,cultural representation,neither,female
7_34347.jpg,no,,,,,neither,neither
7_34407.jpg,yes,female standing & female standing & female standing,female upper body without legs & female upper body without legs & female upper body without legs,"happily, casually",no males present,neither,female
7_34467.jpg,yes,female standing & male swimming & female sitting,female upper body without legs & male upper body without legs & female upper body without legs,"leisurely, enjoying themselves","active, playful, enjoying themselves",neither,female
